Group,Task,Date,Start,Finish,Minutes,Duration,Billing Rate,Gain,Notes
Business,GitHub Sponsors,2021/06/13,10:17 AM,12:26 PM,129,02:09:00,¥0.00/h,-,"Try to get stable packs in parallel mode as well; even though it should work now it still doesn’t ,most of the time. "
Business,GitHub Sponsors,2021/06/13,5:36 PM,6:57 PM,81,01:21:00,¥0.00/h,-,Add proper determinism; improve progress reporting; it’s ready for the next step.
Business,GitHub Sponsors,2021/06/14,11:49 AM,11:53 AM,4,00:04:00,¥0.00/h,-,"update releases, inform Josh"
Business,GitHub Sponsors,2021/06/14,1:59 PM,2:05 PM,6,00:06:00,¥0.00/h,-,Update JT regarding velocity
Business,GitHub Sponsors,2021/06/22,9:41 AM,11:47 AM,126,02:06:00,¥0.00/h,-,Monthly update
Business,GitHub Sponsors,2021/07/21,10:40 AM,11:49 AM,69,01:09:00,¥0.00/h,-,Study what to do; mild refactors; figure out how to do deltas
Business,GitHub Sponsors,2021/07/21,1:37 PM,2:40 PM,63,01:03:00,¥0.00/h,-,Prepare for a ‘the new and old’ pack mode to be implemented.
Business,GitHub Sponsors,2021/07/21,2:59 PM,5:00 PM,121,02:01:00,¥0.00/h,-,"a lot of progress building deltas into packs, even though it’s still quite some work left here."
Business,GitHub Sponsors,2021/07/21,8:22 PM,9:37 PM,75,01:15:00,¥0.00/h,-,
Business,GitHub Sponsors,2021/07/21,9:43 PM,10:52 PM,69,01:09:00,¥0.00/h,-,thin pack support for pack generator
Business,GitHub Sponsors,2021/07/22,8:55 AM,9:07 AM,12,00:12:00,¥0.00/h,-,start making output entry serialization delta aware
Business,GitHub Sponsors,2021/07/22,10:17 AM,12:06 PM,109,01:49:00,¥0.00/h,-,Try to figure out why the linux pack isn’t working; test performance to realize git is much faster with a single thread.
Business,GitHub Sponsors,2021/07/22,12:58 PM,3:02 PM,124,02:04:00,¥0.00/h,-,"Nearly fixed the issue of the bad-objects in some repositories, but it’s still racy even though I thought that was solved now."
Business,GitHub Sponsors,2021/07/22,3:07 PM,3:47 PM,40,00:40:00,¥0.00/h,-,Wrap up this pack generation session
